"ID","Age","Sex","Group","Home_Cage","Weight"
"G32_2",25,"Male","WT+MTX","C11581239",11.5
"G32_3",25,"Female","KO+MTX","C11581239",10.3
"G32_4",25,"Female","WT+Saline","C11581239",12.3
"G32_2",26,"Male","WT+MTX","C11581239",12.6
"G32_3",26,"Female","KO+MTX","C11581239",11.5
"G32_4",26,"Female","WT+Saline","C11581239",13.3
"G32_2",27,"Male","WT+MTX","C11581239",13.6
"G32_3",27,"Female","KO+MTX","C11581239",12.6
"G32_4",27,"Female","WT+Saline","C11581239",13.7
"G32_2",35,"Male","WT+MTX","C11581239",18.9
"G32_3",35,"Female","KO+MTX","C11581239",16.2
"G32_4",35,"Female","WT+Saline","C11581239",15.5
"G32_2",41,"Male","WT+MTX","C11581239",19.3
"G32_3",41,"Female","KO+MTX","C11581239",16.4
"G32_4",41,"Female","WT+Saline","C11581239",15.5
"G32_2",49,"Male","WT+MTX","C11581239",20.4
"G32_3",49,"Female","KO+MTX","C11581239",17.3
"G32_4",49,"Female","WT+Saline","C11581239",16.5
"G32_2",56,"Male","WT+MTX","C11581239",21.5
"G32_3",56,"Female","KO+MTX","C11581239",17.8
"G32_4",56,"Female","WT+Saline","C11581239",16.8
"G32_2",62,"Male","WT+MTX","C11581239",21.9
"G32_3",62,"Female","KO+MTX","C11581239",18.1
"G32_4",62,"Female","WT+Saline","C11581239",17.9
"G33_2",13,"Male","KO+Saline","C11567665",6.9
"G33_3",13,"Male","WT+MTX","C11567665",6.9
"G33_4",13,"Female","KO+Saline","C11567665",7
"G33_5",13,"Female","WT+Saline","C11567665",6.4
"G33_6",13,"Female","WT+MTX","C11567665",6.7
"G33_8",13,"Female","WT+Saline","C11567665",6.7
"G33_2",17,"Male","KO+Saline","C11567665",6.9
"G33_3",17,"Male","WT+MTX","C11567665",7.5
"G33_4",17,"Female","KO+Saline","C11567665",7.3
"G33_5",17,"Female","WT+Saline","C11567665",7.1
"G33_6",17,"Female","WT+MTX","C11567665",7.4
"G33_8",17,"Female","WT+Saline","C11567665",7.2
"G33_2",18,"Male","KO+Saline","C11567665",6.9
"G33_3",18,"Male","WT+MTX","C11567665",7.9
"G33_4",18,"Female","KO+Saline","C11567665",7.6
"G33_5",18,"Female","WT+Saline","C11567665",7.2
"G33_6",18,"Female","WT+MTX","C11567665",7.4
"G33_8",18,"Female","WT+Saline","C11567665",7.5
"G33_2",19,"Male","KO+Saline","C11567665",7.6
"G33_3",19,"Male","WT+MTX","C11567665",8.1
"G33_4",19,"Female","KO+Saline","C11567665",8.2
"G33_5",19,"Female","WT+Saline","C11567665",8.1
"G33_6",19,"Female","WT+MTX","C11567665",8
"G33_8",19,"Female","WT+Saline","C11567665",8.3
"G33_2",20,"Male","KO+Saline","C11567665",8.3
"G33_3",20,"Male","WT+MTX","C11567665",8.2
"G33_4",20,"Female","KO+Saline","C11567665",8.7
"G33_5",20,"Female","WT+Saline","C11567665",8.9
"G33_6",20,"Female","WT+MTX","C11567665",8.2
"G33_8",20,"Female","WT+Saline","C11567665",9.1
"G33_2",21,"Male","KO+Saline","C11567665",9
"G33_3",21,"Male","WT+MTX","C11567665",8.6
"G33_4",21,"Female","KO+Saline","C11567665",9.2
"G33_5",21,"Female","WT+Saline","C11567665",9.5
"G33_6",21,"Female","WT+MTX","C11567665",8.3
"G33_8",21,"Female","WT+Saline","C11567665",9.6
"G33_2",22,"Male","KO+Saline","C11567665",9.4
"G33_3",22,"Male","WT+MTX","C11567665",9
"G33_4",22,"Female","KO+Saline","C11567665",9.6
"G33_5",22,"Female","WT+Saline","C11567665",9.9
"G33_6",22,"Female","WT+MTX","C11567665",8.5
"G33_8",22,"Female","WT+Saline","C11567665",10
"G33_2",23,"Male","KO+Saline","C11567665",9.6
"G33_3",23,"Male","WT+MTX","C11567665",9.7
"G33_4",23,"Female","KO+Saline","C11567665",10.4
"G33_5",23,"Female","WT+Saline","C11567665",10.5
"G33_6",23,"Female","WT+MTX","C11567665",8.6
"G33_8",23,"Female","WT+Saline","C11567665",10.5
"G33_2",24,"Male","KO+Saline","C11567665",11.5
"G33_3",24,"Male","WT+MTX","C11567665",9.7
"G33_4",24,"Female","KO+Saline","C11567665",11.7
"G33_5",24,"Female","WT+Saline","C11567665",11.8
"G33_6",24,"Female","WT+MTX","C11567665",9.5
"G33_8",24,"Female","WT+Saline","C11567665",11.6
"G33_2",25,"Male","KO+Saline","C11567665",13
"G33_3",25,"Male","WT+MTX","C11567665",12.3
"G33_4",25,"Female","KO+Saline","C11567665",13.1
"G33_5",25,"Female","WT+Saline","C11567665",13.2
"G33_6",25,"Female","WT+MTX","C11567665",11.5
"G33_8",25,"Female","WT+Saline","C11567665",13.2
"G33_2",26,"Male","KO+Saline","C11567665",12.9
"G33_3",26,"Male","WT+MTX","C11567665",14.1
"G33_4",26,"Female","KO+Saline","C11567665",14
"G33_5",26,"Female","WT+Saline","C11567665",12.1
"G33_6",26,"Female","WT+MTX","C11567665",13.7
"G33_8",26,"Female","WT+Saline","C11567665",13.2
"G33_2",27,"Male","KO+Saline","C11567665",14
"G33_3",27,"Male","WT+MTX","C11567665",12.9
"G33_4",27,"Female","KO+Saline","C11567665",14.1
"G33_5",27,"Female","WT+Saline","C11567665",14
"G33_6",27,"Female","WT+MTX","C11567665",12.1
"G33_8",27,"Female","WT+Saline","C11567665",13.7
"G33_2",35,"Male","KO+Saline","C11567665",20.1
"G33_3",35,"Male","WT+MTX","C11567665",21.7
"G33_4",35,"Female","KO+Saline","C11567665",16.6
"G33_5",35,"Female","WT+Saline","C11567665",17.9
"G33_6",35,"Female","WT+MTX","C11567665",18.5
"G33_8",35,"Female","WT+Saline","C11567665",17.8
"G33_2",41,"Male","KO+Saline","C11567665",20.6
"G33_3",41,"Male","WT+MTX","C11567665",22.1
"G33_4",41,"Female","KO+Saline","C11567665",16.8
"G33_5",41,"Female","WT+Saline","C11567665",17.2
"G33_6",41,"Female","WT+MTX","C11567665",18.4
"G33_8",41,"Female","WT+Saline","C11567665",17.1
"G33_2",49,"Male","KO+Saline","C11567665",23.9
"G33_3",49,"Male","WT+MTX","C11567665",25.5
"G33_4",49,"Female","KO+Saline","C11567665",18.5
"G33_5",49,"Female","WT+Saline","C11567665",17.7
"G33_6",49,"Female","WT+MTX","C11567665",19.8
"G33_8",49,"Male","WT+Saline","C11567665",18.3
"G33_2",56,"Male","KO+Saline","C11567665",25.2
"G33_3",56,"Male","WT+MTX","C11567665",27
"G33_4",56,"Female","KO+Saline","C11567665",20.2
"G33_5",56,"Female","WT+Saline","C11567665",19.5
"G33_6",56,"Female","WT+MTX","C11567665",20.5
"G33_8",56,"Male","WT+Saline","C11567665",19.8
"G33_2",62,"Male","KO+Saline","C11567665",26.1
"G33_3",62,"Male","WT+MTX","C11567665",28
"G33_4",62,"Female","KO+Saline","C11567665",20.3
"G33_5",62,"Female","WT+Saline","C11567665",19.5
"G33_6",62,"Female","WT+MTX","C11567665",20.7
"G33_8",62,"Male","WT+Saline","C11567665",20.6
"G34_2",13,"Female","KO+MTX","C11570939",8.2
"G34_2",17,"Female","KO+MTX","C11570939",9.2
"G34_2",18,"Female","KO+MTX","C11570939",9
"G34_2",19,"Female","KO+MTX","C11570939",9.2
"G34_2",20,"Female","KO+MTX","C11570939",9.3
"G34_2",21,"Female","KO+MTX","C11570939",9.6
"G34_2",22,"Female","KO+MTX","C11570939",10.1
"G34_2",23,"Female","KO+MTX","C11570939",11.2
"G34_2",24,"Female","KO+MTX","C11570939",11
"G34_2",25,"Female","KO+MTX","C11570939",11.9
"G34_2",26,"Female","KO+MTX","C11570939",12.5
"G34_2",27,"Female","KO+MTX","C11570939",12.9
"G34_2",35,"Female","KO+MTX","C11570939",15.3
"G34_2",41,"Female","KO+MTX","C11570939",15.8
"G34_2",49,"Female","KO+MTX","C11570939",16.6
"G34_2",56,"Female","KO+MTX","C11570939",17.4
"G34_2",62,"Female","KO+MTX","C11570939",17.9
"G35_1",13,"Male","KO+MTX","C11567665",6.8
"G35_2",13,"Male","KO+Saline","C11567665",7.6
"G35_4",13,"Female","KO+MTX","C11567665",7.2
"G35_5",13,"Female","KO+Saline","C11567665",7.1
"G35_6",13,"Female","KO+MTX","C11567665",6.4
"G35_8",13,"Female","KO+Saline","C11567665",7.1
"G35_1",17,"Male","KO+MTX","C11567665",7.2
"G35_2",17,"Male","KO+Saline","C11567665",7.8
"G35_4",17,"Female","KO+MTX","C11567665",7.5
"G35_5",17,"Female","KO+Saline","C11567665",6.1
"G35_6",17,"Female","KO+MTX","C11567665",6.7
"G35_8",17,"Female","KO+Saline","C11567665",7.4
"G35_1",18,"Male","KO+MTX","C11567665",7.2
"G35_2",18,"Male","KO+Saline","C11567665",8
"G35_4",18,"Female","KO+MTX","C11567665",7.4
"G35_5",18,"Female","KO+Saline","C11567665",6.7
"G35_6",18,"Female","KO+MTX","C11567665",6.8
"G35_8",18,"Female","KO+Saline","C11567665",7.7
"G35_1",19,"Male","KO+MTX","C11567665",7.7
"G35_2",19,"Male","KO+Saline","C11567665",8.4
"G35_4",19,"Female","KO+MTX","C11567665",7.8
"G35_5",19,"Female","KO+Saline","C11567665",7.6
"G35_6",19,"Female","KO+MTX","C11567665",7.5
"G35_8",19,"Female","KO+Saline","C11567665",8.1
"G35_1",20,"Male","KO+MTX","C11567665",8.2
"G35_2",20,"Male","KO+Saline","C11567665",9.2
"G35_4",20,"Female","KO+MTX","C11567665",8.1
"G35_5",20,"Female","KO+Saline","C11567665",8.6
"G35_6",20,"Female","KO+MTX","C11567665",7.8
"G35_8",20,"Female","KO+Saline","C11567665",8.7
"G35_1",21,"Male","KO+MTX","C11567665",8.8
"G35_2",21,"Male","KO+Saline","C11567665",10
"G35_4",21,"Female","KO+MTX","C11567665",8.6
"G35_5",21,"Female","KO+Saline","C11567665",9
"G35_6",21,"Female","KO+MTX","C11567665",8.3
"G35_8",21,"Female","KO+Saline","C11567665",9.2
"G35_1",22,"Male","KO+MTX","C11567665",9.2
"G35_2",22,"Male","KO+Saline","C11567665",10.6
"G35_4",22,"Female","KO+MTX","C11567665",9.2
"G35_5",22,"Female","KO+Saline","C11567665",9.2
"G35_6",22,"Female","KO+MTX","C11567665",8.9
"G35_8",22,"Female","KO+Saline","C11567665",9.8
"G35_1",23,"Male","KO+MTX","C11567665",9.9
"G35_2",23,"Male","KO+Saline","C11567665",11.9
"G35_4",23,"Female","KO+MTX","C11567665",9.7
"G35_5",23,"Female","KO+Saline","C11567665",10.2
"G35_6",23,"Female","KO+MTX","C11567665",9.5
"G35_8",23,"Female","KO+Saline","C11567665",10.7
"G35_1",24,"Male","KO+MTX","C11567665",9.5
"G35_2",24,"Male","KO+Saline","C11567665",12.9
"G35_4",24,"Female","KO+MTX","C11567665",9.3
"G35_5",24,"Female","KO+Saline","C11567665",10.7
"G35_6",24,"Female","KO+MTX","C11567665",10.1
"G35_8",24,"Female","KO+Saline","C11567665",11.5
"G35_1",25,"Male","KO+MTX","C11567665",11
"G35_2",25,"Male","KO+Saline","C11567665",14.1
"G35_4",25,"Female","KO+MTX","C11567665",10
"G35_5",25,"Female","KO+Saline","C11567665",11.9
"G35_6",25,"Female","KO+MTX","C11567665",11.3
"G35_8",25,"Female","KO+Saline","C11567665",12.4
"G35_1",26,"Male","KO+MTX","C11567665",12.3
"G35_2",26,"Male","KO+Saline","C11567665",15.2
"G35_4",26,"Female","KO+MTX","C11567665",11.1
"G35_5",26,"Female","KO+Saline","C11567665",13
"G35_6",26,"Female","KO+MTX","C11567665",12.1
"G35_8",26,"Female","KO+Saline","C11567665",13.3
"G35_1",27,"Male","KO+MTX","C11567665",13.3
"G35_2",27,"Male","KO+Saline","C11567665",16.2
"G35_4",27,"Female","KO+MTX","C11567665",11.9
"G35_5",27,"Female","KO+Saline","C11567665",12.9
"G35_6",27,"Female","KO+MTX","C11567665",12.7
"G35_8",27,"Female","KO+Saline","C11567665",13.7
"G35_1",35,"Male","KO+MTX","C11567665",18.2
"G35_2",35,"Male","KO+Saline","C11567665",21.1
"G35_4",35,"Female","KO+MTX","C11567665",17.1
"G35_5",35,"Female","KO+Saline","C11567665",14
"G35_6",35,"Female","KO+MTX","C11567665",16.5
"G35_8",35,"Female","KO+Saline","C11567665",18.1
"G35_1",41,"Male","KO+MTX","C11567665",19.7
"G35_2",41,"Male","KO+Saline","C11567665",22.2
"G35_4",41,"Female","KO+MTX","C11567665",18.1
"G35_5",41,"Female","KO+Saline","C11567665",13.8
"G35_6",41,"Female","KO+MTX","C11567665",16.1
"G35_8",41,"Female","KO+Saline","C11567665",18.3
"G35_1",49,"Male","KO+MTX","C11567665",21.9
"G35_2",49,"Male","KO+Saline","C11567665",24.4
"G35_4",49,"Female","KO+MTX","C11567665",18.6
"G35_5",49,"Female","KO+Saline","C11567665",15.2
"G35_6",49,"Female","KO+MTX","C11567665",16.7
"G35_8",49,"Female","KO+Saline","C11567665",19.1
"G35_1",56,"Male","KO+MTX","C11567665",23.3
"G35_2",56,"Male","KO+Saline","C11567665",26.1
"G35_4",56,"Female","KO+MTX","C11567665",18.4
"G35_5",56,"Female","KO+Saline","C11567665",16.7
"G35_6",56,"Female","KO+MTX","C11567665",17.6
"G35_8",56,"Female","KO+Saline","C11567665",20.6
"G35_1",62,"Male","KO+MTX","C11567665",23.4
"G35_2",62,"Male","KO+Saline","C11567665",26.5
"G35_4",62,"Female","KO+MTX","C11567665",18.2
"G35_5",62,"Female","KO+Saline","C11567665",16.9
"G35_6",62,"Female","KO+MTX","C11567665",18.2
"G35_8",62,"Female","KO+Saline","C11567665",20.9
"G36_3",13,"Female","WT+MTX","C11576118",7.4
"G36_4",13,"Female","KO+Saline","C11576118",7.5
"G36_3",17,"Female","WT+MTX","C11576118",7.9
"G36_4",17,"Female","KO+Saline","C11576118",8
"G36_3",18,"Female","WT+MTX","C11576118",8.2
"G36_4",18,"Female","KO+Saline","C11576118",8.2
"G36_3",19,"Female","WT+MTX","C11576118",8.5
"G36_4",19,"Female","KO+Saline","C11576118",8.8
"G36_3",20,"Female","WT+MTX","C11576118",8.5
"G36_4",20,"Female","KO+Saline","C11576118",9.5
"G36_3",21,"Female","WT+MTX","C11576118",8.8
"G36_4",21,"Female","KO+Saline","C11576118",10.1
"G36_3",22,"Female","WT+MTX","C11576118",9.4
"G36_4",22,"Female","KO+Saline","C11576118",11
"G36_3",23,"Female","WT+MTX","C11576118",9.9
"G36_4",23,"Female","KO+Saline","C11576118",11.7
"G36_3",24,"Female","WT+MTX","C11576118",10.3
"G36_4",24,"Female","KO+Saline","C11576118",12.5
"G36_3",25,"Female","WT+MTX","C11576118",11.4
"G36_4",25,"Female","KO+Saline","C11576118",13.2
"G36_3",26,"Female","WT+MTX","C11576118",12.2
"G36_4",26,"Female","KO+Saline","C11576118",13.6
"G36_3",27,"Female","WT+MTX","C11576118",13.2
"G36_4",27,"Female","KO+Saline","C11576118",14.3
"G36_3",35,"Female","WT+MTX","C11576118",17.2
"G36_4",35,"Female","KO+Saline","C11576118",18
"G36_3",41,"Female","WT+MTX","C11576118",19.1
"G36_4",41,"Female","KO+Saline","C11576118",17.8
"G36_3",49,"Female","WT+MTX","C11576118",19.3
"G36_4",49,"Female","KO+Saline","C11576118",18.5
"G36_3",56,"Female","WT+MTX","C11576118",20.6
"G36_4",56,"Female","KO+Saline","C11576118",19.1
"G36_3",62,"Female","WT+MTX","C11576118",20.2
"G36_4",62,"Female","KO+Saline","C11576118",19.8
"G37_2",13,"Male","WT+MTX","C11595510",7.4
"G37_2",17,"Male","WT+MTX","C11595510",7.9
"G37_2",18,"Male","WT+MTX","C11595510",8.1
"G37_2",19,"Male","WT+MTX","C11595510",8.3
"G37_2",20,"Male","WT+MTX","C11595510",8.7
"G37_2",21,"Male","WT+MTX","C11595510",8.8
"G37_2",22,"Male","WT+MTX","C11595510",8.5
"G37_2",23,"Male","WT+MTX","C11595510",8.3
"G37_2",24,"Male","WT+MTX","C11595510",8.5
"G37_2",25,"Male","WT+MTX","C11595510",9.4
"G37_2",26,"Male","WT+MTX","C11595510",10.9
"G37_2",27,"Male","WT+MTX","C11595510",12
"G37_2",35,"Male","WT+MTX","C11595510",19.8
"G37_2",41,"Male","WT+MTX","C11595510",22.8
"G37_2",49,"Male","WT+MTX","C11595510",25.1
"G37_2",56,"Male","WT+MTX","C11595510",26.9
"G37_2",62,"Male","WT+MTX","C11595510",28.4
"G38_1",13,"Male","WT+Saline","C11595432",8
"G38_3",13,"Male","KO+MTX","C11595432",7
"G38_8",13,"Female","KO+Saline","C11595432",7.5
"G38_1",17,"Male","WT+Saline","C11595432",8.5
"G38_3",17,"Male","KO+MTX","C11595432",7.4
"G38_8",17,"Female","KO+Saline","C11595432",8.1
"G38_1",18,"Male","WT+Saline","C11595432",9.3
"G38_3",18,"Male","KO+MTX","C11595432",7.7
"G38_8",18,"Female","KO+Saline","C11595432",8.5
"G38_1",19,"Male","WT+Saline","C11595432",9.9
"G38_3",19,"Male","KO+MTX","C11595432",7.9
"G38_8",19,"Female","KO+Saline","C11595432",9
"G38_1",20,"Male","WT+Saline","C11595432",10.5
"G38_3",20,"Male","KO+MTX","C11595432",7.8
"G38_8",20,"Female","KO+Saline","C11595432",9.3
"G38_1",21,"Male","WT+Saline","C11595432",11.2
"G38_3",21,"Male","KO+MTX","C11595432",7.9
"G38_8",21,"Female","KO+Saline","C11595432",10
"G38_1",22,"Male","WT+Saline","C11595432",12.2
"G38_3",22,"Male","KO+MTX","C11595432",7.7
"G38_8",22,"Female","KO+Saline","C11595432",10.6
"G38_1",23,"Male","WT+Saline","C11595432",13.2
"G38_3",23,"Male","KO+MTX","C11595432",7.6
"G38_8",23,"Female","KO+Saline","C11595432",11.3
"G38_1",24,"Male","WT+Saline","C11595432",13.8
"G38_3",24,"Male","KO+MTX","C11595432",7.1
"G38_8",24,"Female","KO+Saline","C11595432",11.8
"G38_1",25,"Male","WT+Saline","C11595432",15.2
"G38_3",25,"Male","KO+MTX","C11595432",7.1
"G38_8",25,"Female","KO+Saline","C11595432",12.9
"G38_1",26,"Male","WT+Saline","C11595432",15.7
"G38_3",26,"Male","KO+MTX","C11595432",7.7
"G38_8",26,"Female","KO+Saline","C11595432",13.7
"G38_1",27,"Male","WT+Saline","C11595432",17
"G38_3",27,"Male","KO+MTX","C11595432",9
"G38_8",27,"Female","KO+Saline","C11595432",14
"G38_1",35,"Male","WT+Saline","C11595432",20.4
"G38_3",35,"Male","KO+MTX","C11595432",16.1
"G38_8",35,"Female","KO+Saline","C11595432",17.4
"G38_1",41,"Male","WT+Saline","C11595432",22.5
"G38_3",41,"Male","KO+MTX","C11595432",20
"G38_8",41,"Female","KO+Saline","C11595432",18.8
"G38_1",49,"Male","WT+Saline","C11595432",24.2
"G38_3",49,"Male","KO+MTX","C11595432",21.8
"G38_8",49,"Female","KO+Saline","C11595432",18.5
"G38_1",56,"Male","WT+Saline","C11595432",24.9
"G38_3",56,"Male","KO+MTX","C11595432",23.1
"G38_8",56,"Female","KO+Saline","C11595432",18.6
"G38_1",62,"Male","WT+Saline","C11595432",25.8
"G38_3",62,"Male","KO+MTX","C11595432",24.9
"G38_8",62,"Female","KO+Saline","C11595432",20.2
"G39_1",13,"Male","WT+MTX","C11595450",9.3
"G39_4",13,"Male","WT+Saline","C11595450",9.2
"G39_5",13,"Female","KO+MTX","C11595450",9.3
"G39_6",13,"Female","KO+Saline","C11595450",8.6
"G39_1",17,"Male","WT+MTX","C11595450",9.5
"G39_4",17,"Male","WT+Saline","C11595450",9.6
"G39_5",17,"Female","KO+MTX","C11595450",9.5
"G39_6",17,"Female","KO+Saline","C11595450",8.5
"G39_1",18,"Male","WT+MTX","C11595450",10.1
"G39_4",18,"Male","WT+Saline","C11595450",10.4
"G39_5",18,"Female","KO+MTX","C11595450",9.4
"G39_6",18,"Female","KO+Saline","C11595450",8.9
"G39_1",19,"Male","WT+MTX","C11595450",10
"G39_4",19,"Male","WT+Saline","C11595450",11.1
"G39_5",19,"Female","KO+MTX","C11595450",9.3
"G39_6",19,"Female","KO+Saline","C11595450",9.4
"G39_1",20,"Male","WT+MTX","C11595450",9.9
"G39_4",20,"Male","WT+Saline","C11595450",11.4
"G39_5",20,"Female","KO+MTX","C11595450",9.3
"G39_6",20,"Female","KO+Saline","C11595450",9.9
"G39_1",21,"Male","WT+MTX","C11595450",10.3
"G39_4",21,"Male","WT+Saline","C11595450",12.7
"G39_5",21,"Female","KO+MTX","C11595450",9.2
"G39_6",21,"Female","KO+Saline","C11595450",10.4
"G39_1",22,"Male","WT+MTX","C11595450",10.2
"G39_4",22,"Male","WT+Saline","C11595450",13.5
"G39_5",22,"Female","KO+MTX","C11595450",9
"G39_6",22,"Female","KO+Saline","C11595450",11.2
"G39_1",23,"Male","WT+MTX","C11595450",10.3
"G39_4",23,"Male","WT+Saline","C11595450",14.5
"G39_5",23,"Female","KO+MTX","C11595450",8.9
"G39_6",23,"Female","KO+Saline","C11595450",11.7
"G39_1",24,"Male","WT+MTX","C11595450",10.3
"G39_4",24,"Male","WT+Saline","C11595450",15.5
"G39_5",24,"Female","KO+MTX","C11595450",8.4
"G39_6",24,"Female","KO+Saline","C11595450",12.5
"G39_1",25,"Male","WT+MTX","C11595450",12.4
"G39_4",25,"Male","WT+Saline","C11595450",16.3
"G39_5",25,"Female","KO+MTX","C11595450",7.3
"G39_6",25,"Female","KO+Saline","C11595450",13.2
"G39_1",26,"Male","WT+MTX","C11595450",13.8
"G39_4",26,"Male","WT+Saline","C11595450",17.5
"G39_5",26,"Female","KO+MTX","C11595450",9.9
"G39_6",26,"Female","KO+Saline","C11595450",13.6
"G39_1",27,"Male","WT+MTX","C11595450",14.5
"G39_4",27,"Male","WT+Saline","C11595450",17.8
"G39_5",27,"Female","KO+MTX","C11595450",11.3
"G39_6",27,"Female","KO+Saline","C11595450",13.9
"G39_1",35,"Male","WT+MTX","C11595450",21.1
"G39_4",35,"Male","WT+Saline","C11595450",21.4
"G39_5",35,"Female","KO+MTX","C11595450",15.6
"G39_6",35,"Female","KO+Saline","C11595450",16.1
"G39_1",41,"Male","WT+MTX","C11595450",23.6
"G39_4",41,"Male","WT+Saline","C11595450",23.7
"G39_5",41,"Female","KO+MTX","C11595450",16.6
"G39_6",41,"Female","KO+Saline","C11595450",17.7
"G39_1",49,"Male","WT+MTX","C11595450",24.4
"G39_4",49,"Male","WT+Saline","C11595450",25.3
"G39_5",49,"Female","KO+MTX","C11595450",17.3
"G39_6",49,"Female","KO+Saline","C11595450",18.7
"G39_1",56,"Male","WT+MTX","C11595450",25.7
"G39_4",56,"Male","WT+Saline","C11595450",26.8
"G39_5",56,"Female","KO+MTX","C11595450",19.8
"G39_6",56,"Female","KO+Saline","C11595450",19.2
"G39_1",62,"Male","WT+MTX","C11595450",26.8
"G39_4",62,"Male","WT+Saline","C11595450",26.9
"G39_5",62,"Female","KO+MTX","C11595450",19.9
"G39_6",62,"Female","KO+Saline","C11595450",21.1
