"ID","Age","Sex","Group","Home_Cage","Weight"
"G9_3",26,"Male","WT+MTX","C11219436",8.2
"G9_4",26,"Male","KO+Saline","C11219436",14.2
"G9_5",26,"Male","WT+Saline","C11219436",13.9
"G9_2",27,"Male","KO+MTX","C11219436",11.7
"G9_3",27,"Male","WT+MTX","C11219436",9.8
"G9_4",27,"Male","KO+Saline","C11219436",15.6
"G9_5",27,"Male","WT+Saline","C11219436",14.7
"G9_2",35,"Male","KO+MTX","C11219436",18.7
"G9_3",35,"Male","WT+MTX","C11219436",16.1
"G9_4",35,"Male","KO+Saline","C11219436",20.3
"G9_5",35,"Male","WT+Saline","C11219436",18.9
"G9_2",41,"Male","KO+MTX","C11219436",22.5
"G9_3",41,"Male","WT+MTX","C11219436",20.4
"G9_4",41,"Male","KO+Saline","C11219436",21.8
"G9_5",41,"Male","WT+Saline","C11219436",21
"G9_2",49,"Male","KO+MTX","C11219436",24.3
"G9_3",49,"Male","WT+MTX","C11219436",21.7
"G9_4",49,"Male","KO+Saline","C11219436",23.2
"G9_5",49,"Male","WT+Saline","C11219436",21.7
"G9_2",56,"Male","KO+MTX","C11219436",26.3
"G9_3",56,"Male","WT+MTX","C11219436",23.3
"G9_4",56,"Male","KO+Saline","C11219436",24
"G9_5",56,"Male","WT+Saline","C11219436",23.5
"G9_2",62,"Male","KO+MTX","C11219436",27.3
"G9_3",62,"Male","WT+MTX","C11219436",24.5
"G9_4",62,"Male","KO+Saline","C11219436",24.3
"G9_5",62,"Male","WT+Saline","C11219436",24.3
"G10_1",13,"Male","KO+Saline","C11294495",7.5
"G10_2",13,"Male","KO+MTX","C11294495",7.9
"G10_5",13,"Male","KO+Saline","C11294495",7.3
"G10_1",17,"Male","KO+Saline","C11294495",8
"G10_2",17,"Male","KO+MTX","C11294495",8.2
"G10_5",17,"Male","KO+Saline","C11294495",7.3
"G10_1",18,"Male","KO+Saline","C11294495",8.4
"G10_2",18,"Male","KO+MTX","C11294495",8.9
"G10_5",18,"Male","KO+Saline","C11294495",7.3
"G10_1",19,"Male","KO+Saline","C11294495",8.7
"G10_2",19,"Male","KO+MTX","C11294495",9.1
"G10_5",19,"Male","KO+Saline","C11294495",7.9
"G10_1",20,"Male","KO+Saline","C11294495",9.1
"G10_2",20,"Male","KO+MTX","C11294495",9.4
"G10_5",20,"Male","KO+Saline","C11294495",8.4
"G10_1",21,"Male","KO+Saline","C11294495",NA
"G10_2",21,"Male","KO+MTX","C11294495",NA
"G10_5",21,"Male","KO+Saline","C11294495",NA
"G10_1",22,"Male","KO+Saline","C11294495",10.2
"G10_2",22,"Male","KO+MTX","C11294495",10.7
"G10_5",22,"Male","KO+Saline","C11294495",9.3
"G10_1",23,"Male","KO+Saline","C11294495",11.7
"G10_2",23,"Male","KO+MTX","C11294495",11.8
"G10_5",23,"Male","KO+Saline","C11294495",10.6
"G10_1",24,"Male","KO+Saline","C11294495",12.8
"G10_2",24,"Male","KO+MTX","C11294495",12.3
"G10_5",24,"Male","KO+Saline","C11294495",11.8
"G10_1",25,"Male","KO+Saline","C11294495",13.8
"G10_2",25,"Male","KO+MTX","C11294495",13.8
"G10_5",25,"Male","KO+Saline","C11294495",12.4
"G10_1",26,"Male","KO+Saline","C11294495",14.5
"G10_2",26,"Male","KO+MTX","C11294495",14.5
"G10_5",26,"Male","KO+Saline","C11294495",13.1
"G10_1",27,"Male","KO+Saline","C11294495",15.7
"G10_2",27,"Male","KO+MTX","C11294495",15.9
"G10_5",27,"Male","KO+Saline","C11294495",14.3
"G10_1",35,"Male","KO+Saline","C11294495",19.4
"G10_2",35,"Male","KO+MTX","C11294495",20.1
"G10_5",35,"Male","KO+Saline","C11294495",18
"G10_1",41,"Male","KO+Saline","C11294495",20.6
"G10_2",41,"Male","KO+MTX","C11294495",22.5
"G10_5",41,"Male","KO+Saline","C11294495",20.1
"G10_1",49,"Male","KO+Saline","C11294495",22.1
"G10_2",49,"Male","KO+MTX","C11294495",25.2
"G10_5",49,"Male","KO+Saline","C11294495",22.6
"G10_1",56,"Male","KO+Saline","C11294495",23.3
"G10_2",56,"Male","KO+MTX","C11294495",25.9
"G10_5",56,"Male","KO+Saline","C11294495",23.8
"G10_1",62,"Male","KO+Saline","C11294495",23.7
"G10_2",62,"Male","KO+MTX","C11294495",26.9
"G10_5",62,"Male","KO+Saline","C11294495",24.6
"G12_1",13,"Male","KO+MTX","C11372795",7.6
"G12_5",13,"Female","WT+Saline","C11372795",7
"G12_6",13,"Female","WT+MTX","C11372795",7.2
"G12_7",13,"Female","KO+Saline","C11372795",6.9
"G12_1",17,"Male","KO+MTX","C11372795",7.5
"G12_5",17,"Female","WT+Saline","C11372795",6.7
"G12_6",17,"Female","WT+MTX","C11372795",7
"G12_7",17,"Female","KO+Saline","C11372795",6.8
"G12_1",18,"Male","KO+MTX","C11372795",8
"G12_5",18,"Female","WT+Saline","C11372795",7.5
"G12_6",18,"Female","WT+MTX","C11372795",7.4
"G12_7",18,"Female","KO+Saline","C11372795",7.2
"G12_1",19,"Male","KO+MTX","C11372795",8.2
"G12_5",19,"Female","WT+Saline","C11372795",7.7
"G12_6",19,"Female","WT+MTX","C11372795",7.5
"G12_7",19,"Female","KO+Saline","C11372795",7.4
"G12_1",20,"Male","KO+MTX","C11372795",8.3
"G12_5",20,"Female","WT+Saline","C11372795",8.4
"G12_6",20,"Female","WT+MTX","C11372795",7.7
"G12_7",20,"Female","KO+Saline","C11372795",8
"G12_1",21,"Male","KO+MTX","C11372795",8.3
"G12_5",21,"Female","WT+Saline","C11372795",9.1
"G12_6",21,"Female","WT+MTX","C11372795",7.9
"G12_7",21,"Female","KO+Saline","C11372795",8.5
"G12_1",22,"Male","KO+MTX","C11372795",8.2
"G12_5",22,"Female","WT+Saline","C11372795",9.3
"G12_6",22,"Female","WT+MTX","C11372795",7.7
"G12_7",22,"Female","KO+Saline","C11372795",9
"G12_1",23,"Male","KO+MTX","C11372795",8.1
"G12_5",23,"Female","WT+Saline","C11372795",9.9
"G12_6",23,"Female","WT+MTX","C11372795",7.3
"G12_7",23,"Female","KO+Saline","C11372795",9.5
"G12_1",24,"Male","KO+MTX","C11372795",7.8
"G12_5",24,"Female","WT+Saline","C11372795",11.2
"G12_6",24,"Female","WT+MTX","C11372795",6.8
"G12_7",24,"Female","KO+Saline","C11372795",10.6
"G12_1",25,"Male","KO+MTX","C11372795",8.2
"G12_5",25,"Female","WT+Saline","C11372795",12
"G12_6",25,"Female","WT+MTX","C11372795",6.8
"G12_7",25,"Female","KO+Saline","C11372795",11.4
"G12_1",26,"Male","KO+MTX","C11372795",9.4
"G12_5",26,"Female","WT+Saline","C11372795",12.6
"G12_6",26,"Female","WT+MTX","C11372795",8
"G12_7",26,"Female","KO+Saline","C11372795",12
"G12_1",27,"Male","KO+MTX","C11372795",10.6
"G12_5",27,"Female","WT+Saline","C11372795",13.2
"G12_6",27,"Female","WT+MTX","C11372795",8.9
"G12_7",27,"Female","KO+Saline","C11372795",12.9
"G12_1",35,"Male","KO+MTX","C11372795",18.4
"G12_5",35,"Female","WT+Saline","C11372795",15.9
"G12_6",35,"Female","WT+MTX","C11372795",14.5
"G12_7",35,"Female","KO+Saline","C11372795",15.4
"G12_1",41,"Male","KO+MTX","C11372795",21.4
"G12_5",41,"Female","WT+Saline","C11372795",16.6
"G12_6",41,"Female","WT+MTX","C11372795",17.6
"G12_7",41,"Female","KO+Saline","C11372795",14.7
"G12_1",49,"Male","KO+MTX","C11372795",23.9
"G12_5",49,"Female","WT+Saline","C11372795",17
"G12_6",49,"Female","WT+MTX","C11372795",18.3
"G12_7",49,"Female","KO+Saline","C11372795",15.3
"G12_1",56,"Male","KO+MTX","C11372795",24.9
"G12_5",56,"Female","WT+Saline","C11372795",18.8
"G12_6",56,"Female","WT+MTX","C11372795",18.2
"G12_7",56,"Female","KO+Saline","C11372795",15
"G12_1",62,"Male","KO+MTX","C11372795",26
"G12_5",62,"Female","WT+Saline","C11372795",19.3
"G12_6",62,"Female","WT+MTX","C11372795",19
"G12_7",62,"Female","KO+Saline","C11372795",16.4
"G13_1",13,"Male","KO+MTX","C11372814",7.1
"G13_7",13,"Male","WT+Saline","C11372814",6.2
"G13_8",13,"Male","KO+MTX","C11372814",6.7
"G13_9",13,"Female","WT+Saline","C11372814",6.3
"G13_12",13,"Female","KO+Saline","C11372814",6.3
"G13_1",17,"Male","KO+MTX","C11372814",7
"G13_7",17,"Male","WT+Saline","C11372814",6
"G13_8",17,"Male","KO+MTX","C11372814",6.4
"G13_9",17,"Female","WT+Saline","C11372814",6.2
"G13_12",17,"Female","KO+Saline","C11372814",6.3
"G13_1",18,"Male","KO+MTX","C11372814",7.2
"G13_7",18,"Male","WT+Saline","C11372814",6.4
"G13_8",18,"Male","KO+MTX","C11372814",6.5
"G13_9",18,"Female","WT+Saline","C11372814",6.4
"G13_12",18,"Female","KO+Saline","C11372814",6.4
"G13_1",19,"Male","KO+MTX","C11372814",7.6
"G13_7",19,"Male","WT+Saline","C11372814",6.8
"G13_8",19,"Male","KO+MTX","C11372814",7
"G13_9",19,"Female","WT+Saline","C11372814",6.8
"G13_12",19,"Female","KO+Saline","C11372814",6.7
"G13_1",20,"Male","KO+MTX","C11372814",7.7
"G13_7",20,"Male","WT+Saline","C11372814",7.7
"G13_8",20,"Male","KO+MTX","C11372814",7.6
"G13_9",20,"Female","WT+Saline","C11372814",7.6
"G13_12",20,"Female","KO+Saline","C11372814",7.1
"G13_1",21,"Male","KO+MTX","C11372814",7.6
"G13_7",21,"Male","WT+Saline","C11372814",8.4
"G13_8",21,"Male","KO+MTX","C11372814",7.8
"G13_9",21,"Female","WT+Saline","C11372814",8.2
"G13_12",21,"Female","KO+Saline","C11372814",7.2
"G13_1",22,"Male","KO+MTX","C11372814",7.2
"G13_7",22,"Male","WT+Saline","C11372814",9.1
"G13_8",22,"Male","KO+MTX","C11372814",8.3
"G13_9",22,"Female","WT+Saline","C11372814",8.7
"G13_12",22,"Female","KO+Saline","C11372814",7.7
"G13_1",23,"Male","KO+MTX","C11372814",6.9
"G13_7",23,"Male","WT+Saline","C11372814",10
"G13_8",23,"Male","KO+MTX","C11372814",9.1
"G13_9",23,"Female","WT+Saline","C11372814",9.5
"G13_12",23,"Female","KO+Saline","C11372814",8.6
"G13_1",24,"Male","KO+MTX","C11372814",6.5
"G13_7",24,"Male","WT+Saline","C11372814",10.9
"G13_8",24,"Male","KO+MTX","C11372814",9.4
"G13_9",24,"Female","WT+Saline","C11372814",10.2
"G13_12",24,"Female","KO+Saline","C11372814",9.4
"G13_1",25,"Male","KO+MTX","C11372814",6.9
"G13_7",25,"Male","WT+Saline","C11372814",11.7
"G13_8",25,"Male","KO+MTX","C11372814",10.1
"G13_9",25,"Female","WT+Saline","C11372814",11.4
"G13_12",25,"Female","KO+Saline","C11372814",10.2
"G13_1",26,"Male","KO+MTX","C11372814",7.2
"G13_7",26,"Male","WT+Saline","C11372814",12.5
"G13_8",26,"Male","KO+MTX","C11372814",11
"G13_9",26,"Female","WT+Saline","C11372814",11.9
"G13_12",26,"Female","KO+Saline","C11372814",11.1
"G13_1",27,"Male","KO+MTX","C11372814",8.4
"G13_7",27,"Male","WT+Saline","C11372814",14.1
"G13_8",27,"Male","KO+MTX","C11372814",12.2
"G13_9",27,"Female","WT+Saline","C11372814",13
"G13_12",27,"Female","KO+Saline","C11372814",12.1
"G13_1",35,"Male","KO+MTX","C11372814",16
"G13_7",35,"Male","WT+Saline","C11372814",18.1
"G13_8",35,"Male","KO+MTX","C11372814",16.9
"G13_9",35,"Female","WT+Saline","C11372814",14.8
"G13_12",35,"Female","KO+Saline","C11372814",16.2
"G13_1",41,"Male","KO+MTX","C11372814",19.4
"G13_7",41,"Male","WT+Saline","C11372814",19.8
"G13_8",41,"Male","KO+MTX","C11372814",19
"G13_9",41,"Female","WT+Saline","C11372814",15.5
"G13_12",41,"Female","KO+Saline","C11372814",15.9
"G13_1",49,"Male","KO+MTX","C11372814",21.6
"G13_7",49,"Male","WT+Saline","C11372814",21
"G13_8",49,"Male","KO+MTX","C11372814",21.1
"G13_9",49,"Female","WT+Saline","C11372814",16.1
"G13_12",49,"Female","KO+Saline","C11372814",16.6
"G13_1",56,"Male","KO+MTX","C11372814",23.7
"G13_7",56,"Male","WT+Saline","C11372814",22.5
"G13_8",56,"Male","KO+MTX","C11372814",23.3
"G13_9",56,"Female","WT+Saline","C11372814",18
"G13_12",56,"Female","KO+Saline","C11372814",17
"G13_1",62,"Male","KO+MTX","C11372814",25
"G13_7",62,"Male","WT+Saline","C11372814",24.2
"G13_8",62,"Male","KO+MTX","C11372814",23.5
"G13_9",62,"Female","WT+Saline","C11372814",18.3
"G13_12",62,"Female","KO+Saline","C11372814",17.9
"G14_4",13,"Female","KO+MTX","C11429522",6.8
"G14_5",13,"Female","KO+Saline","C11429522",6.4
"G14_8",13,"Female","WT+Saline","C11429522",6.7
"G14_4",17,"Female","KO+MTX","C11429522",6.7
"G14_5",17,"Female","KO+Saline","C11429522",6.4
"G14_8",17,"Female","WT+Saline","C11429522",6.9
"G14_4",18,"Female","KO+MTX","C11429522",7
"G14_5",18,"Female","KO+Saline","C11429522",6.6
"G14_8",18,"Female","WT+Saline","C11429522",7.3
"G14_4",19,"Female","KO+MTX","C11429522",7.1
"G14_5",19,"Female","KO+Saline","C11429522",6.7
"G14_8",19,"Female","WT+Saline","C11429522",7.7
"G14_4",20,"Female","KO+MTX","C11429522",7.2
"G14_5",20,"Female","KO+Saline","C11429522",7.3
"G14_8",20,"Female","WT+Saline","C11429522",8.2
"G14_4",21,"Female","KO+MTX","C11429522",7.2
"G14_5",21,"Female","KO+Saline","C11429522",8
"G14_8",21,"Female","WT+Saline","C11429522",9.1
"G14_4",22,"Female","KO+MTX","C11429522",7.2
"G14_5",22,"Female","KO+Saline","C11429522",8.8
"G14_8",22,"Female","WT+Saline","C11429522",9.9
"G14_4",23,"Female","KO+MTX","C11429522",7.1
"G14_5",23,"Female","KO+Saline","C11429522",9.7
"G14_8",23,"Female","WT+Saline","C11429522",10.7
"G14_4",24,"Female","KO+MTX","C11429522",6.9
"G14_5",24,"Female","KO+Saline","C11429522",10.1
"G14_8",24,"Female","WT+Saline","C11429522",11.3
"G14_4",25,"Female","KO+MTX","C11429522",6.8
"G14_5",25,"Female","KO+Saline","C11429522",11.3
"G14_8",25,"Female","WT+Saline","C11429522",12.6
"G14_4",26,"Female","KO+MTX","C11429522",6.4
"G14_5",26,"Female","KO+Saline","C11429522",12
"G14_8",26,"Female","WT+Saline","C11429522",13.3
"G14_4",27,"Female","KO+MTX","C11429522",6.8
"G14_5",27,"Female","KO+Saline","C11429522",12.9
"G14_8",27,"Female","WT+Saline","C11429522",14.2
"G14_4",35,"Female","KO+MTX","C11429522",13.4
"G14_5",35,"Female","KO+Saline","C11429522",16.7
"G14_8",35,"Female","WT+Saline","C11429522",16.2
"G14_4",41,"Female","KO+MTX","C11429522",17.4
"G14_5",41,"Female","KO+Saline","C11429522",17.2
"G14_8",41,"Female","WT+Saline","C11429522",17.5
"G14_4",49,"Female","KO+MTX","C11429522",18
"G14_5",49,"Female","KO+Saline","C11429522",18.2
"G14_8",49,"Female","WT+Saline","C11429522",18.5
"G14_4",56,"Female","KO+MTX","C11429522",18.9
"G14_5",56,"Female","KO+Saline","C11429522",18.7
"G14_8",56,"Female","WT+Saline","C11429522",19.6
"G14_4",62,"Female","KO+MTX","C11429522",18.4
"G14_5",62,"Female","KO+Saline","C11429522",19.3
"G14_8",62,"Female","WT+Saline","C11429522",19.3
"G15_7",13,"Female","WT+Saline","C11429505",6.1
"G15_7",17,"Female","WT+Saline","C11429505",5.9
"G15_7",18,"Female","WT+Saline","C11429505",6.1
"G15_7",19,"Female","WT+Saline","C11429505",6.5
"G15_7",20,"Female","WT+Saline","C11429505",7
"G15_7",21,"Female","WT+Saline","C11429505",7.7
"G15_7",22,"Female","WT+Saline","C11429505",8.3
"G15_7",23,"Female","WT+Saline","C11429505",9.2
"G15_7",24,"Female","WT+Saline","C11429505",10.1
"G15_7",25,"Female","WT+Saline","C11429505",11.1
"G15_7",26,"Female","WT+Saline","C11429505",11.9
"G15_7",27,"Female","WT+Saline","C11429505",12.4
"G15_7",35,"Female","WT+Saline","C11429505",17.3
"G15_7",41,"Female","WT+Saline","C11429505",17.1
"G15_7",49,"Female","WT+Saline","C11429505",18.2
"G15_7",56,"Female","WT+Saline","C11429505",18.9
"G15_7",62,"Female","WT+Saline","C11429505",20
"G16_4",13,"Female","WT+Saline","C11429514",5.8
"G16_5",13,"Female","KO+MTX","C11429514",6.3
"G16_6",13,"Female","WT+MTX","C11429514",7
"G16_4",17,"Female","WT+Saline","C11429514",5.5
"G16_5",17,"Female","KO+MTX","C11429514",6
"G16_6",17,"Female","WT+MTX","C11429514",6.8
"G16_4",18,"Female","WT+Saline","C11429514",5.8
"G16_5",18,"Female","KO+MTX","C11429514",6.1
"G16_6",18,"Female","WT+MTX","C11429514",7
"G16_4",19,"Female","WT+Saline","C11429514",6.4
"G16_5",19,"Female","KO+MTX","C11429514",6.3
"G16_6",19,"Female","WT+MTX","C11429514",7.4
"G16_4",20,"Female","WT+Saline","C11429514",6.9
"G16_5",20,"Female","KO+MTX","C11429514",6.3
"G16_6",20,"Female","WT+MTX","C11429514",7.5
"G16_4",21,"Female","WT+Saline","C11429514",7.4
"G16_5",21,"Female","KO+MTX","C11429514",6.1
"G16_6",21,"Female","WT+MTX","C11429514",7.4
"G16_4",22,"Female","WT+Saline","C11429514",7.9
"G16_5",22,"Female","KO+MTX","C11429514",6.1
"G16_6",22,"Female","WT+MTX","C11429514",7.4
"G16_4",23,"Female","WT+Saline","C11429514",8.9
"G16_5",23,"Female","KO+MTX","C11429514",6.1
"G16_6",23,"Female","WT+MTX","C11429514",7.1
"G16_4",24,"Female","WT+Saline","C11429514",9.8
"G16_5",24,"Female","KO+MTX","C11429514",6.1
"G16_6",24,"Female","WT+MTX","C11429514",6.8
"G16_4",25,"Female","WT+Saline","C11429514",10.4
"G16_5",25,"Female","KO+MTX","C11429514",5.8
"G16_6",25,"Female","WT+MTX","C11429514",6.8
"G16_4",26,"Female","WT+Saline","C11429514",11.3
"G16_5",26,"Female","KO+MTX","C11429514",6.1
"G16_6",26,"Female","WT+MTX","C11429514",7.2
"G16_4",27,"Female","WT+Saline","C11429514",12
"G16_5",27,"Female","KO+MTX","C11429514",6.4
"G16_6",27,"Female","WT+MTX","C11429514",7.9
"G16_4",35,"Female","WT+Saline","C11429514",15.2
"G16_5",35,"Female","KO+MTX","C11429514",12.2
"G16_6",35,"Female","WT+MTX","C11429514",13.8
"G16_4",41,"Female","WT+Saline","C11429514",15.8
"G16_5",41,"Female","KO+MTX","C11429514",15.7
"G16_6",41,"Female","WT+MTX","C11429514",17.9
"G16_4",49,"Female","WT+Saline","C11429514",15.9
"G16_5",49,"Female","KO+MTX","C11429514",15.6
"G16_6",49,"Female","WT+MTX","C11429514",18.1
"G16_4",56,"Female","WT+Saline","C11429514",16.2
"G16_5",56,"Female","KO+MTX","C11429514",16.4
"G16_6",56,"Female","WT+MTX","C11429514",20.2
"G16_4",62,"Female","WT+Saline","C11429514",18
"G16_5",62,"Female","KO+MTX","C11429514",16.6
"G16_6",62,"Female","WT+MTX","C11429514",20
"G17_3",13,"Male","WT+MTX","C11412700",7.2
"G17_4",13,"Female","WT+Saline","C11412700",7.3
"G17_5",13,"Female","KO+MTX","C11412700",7.1
"G17_3",17,"Male","WT+MTX","C11412700",7.1
"G17_4",17,"Female","WT+Saline","C11412700",7.4
"G17_5",17,"Female","KO+MTX","C11412700",7.5
"G17_3",18,"Male","WT+MTX","C11412700",7.7
"G17_4",18,"Female","WT+Saline","C11412700",7.9
"G17_5",18,"Female","KO+MTX","C11412700",7.8
"G17_3",19,"Male","WT+MTX","C11412700",7.7
"G17_4",19,"Female","WT+Saline","C11412700",8
"G17_5",19,"Female","KO+MTX","C11412700",7.9
"G17_3",20,"Male","WT+MTX","C11412700",7.7
"G17_4",20,"Female","WT+Saline","C11412700",8.4
"G17_5",20,"Female","KO+MTX","C11412700",7.8
"G17_3",21,"Male","WT+MTX","C11412700",8
"G17_4",21,"Female","WT+Saline","C11412700",9.1
"G17_5",21,"Female","KO+MTX","C11412700",7.9
"G17_3",22,"Male","WT+MTX","C11412700",7.9
"G17_4",22,"Female","WT+Saline","C11412700",9.8
"G17_5",22,"Female","KO+MTX","C11412700",8.3
"G17_3",23,"Male","WT+MTX","C11412700",7.7
"G17_4",23,"Female","WT+Saline","C11412700",10.5
"G17_5",23,"Female","KO+MTX","C11412700",9.1
"G17_3",24,"Male","WT+MTX","C11412700",7
"G17_4",24,"Female","WT+Saline","C11412700",11.5
"G17_5",24,"Female","KO+MTX","C11412700",9.3
"G17_3",25,"Male","WT+MTX","C11412700",7.1
"G17_4",25,"Female","WT+Saline","C11412700",12.2
"G17_5",25,"Female","KO+MTX","C11412700",10.5
"G17_3",26,"Male","WT+MTX","C11412700",7.3
"G17_4",26,"Female","WT+Saline","C11412700",12.6
"G17_5",26,"Female","KO+MTX","C11412700",11.2
"G17_3",27,"Male","WT+MTX","C11412700",8.7
"G17_4",27,"Female","WT+Saline","C11412700",13.6
"G17_5",27,"Female","KO+MTX","C11412700",12.1
"G17_3",35,"Male","WT+MTX","C11412700",15.9
"G17_4",35,"Female","WT+Saline","C11412700",16.4
"G17_5",35,"Female","KO+MTX","C11412700",16.3
"G17_3",41,"Male","WT+MTX","C11412700",20.4
"G17_4",41,"Female","WT+Saline","C11412700",17.6
"G17_5",41,"Female","KO+MTX","C11412700",17.7
"G17_3",49,"Male","WT+MTX","C11412700",22.3
"G17_4",49,"Female","WT+Saline","C11412700",18.6
"G17_5",49,"Female","KO+MTX","C11412700",18.8
"G17_3",56,"Male","WT+MTX","C11412700",23.9
"G17_4",56,"Female","WT+Saline","C11412700",19.6
"G17_5",56,"Female","KO+MTX","C11412700",20
"G17_3",62,"Male","WT+MTX","C11412700",24.2
"G17_4",62,"Female","WT+Saline","C11412700",21
"G17_5",62,"Female","KO+MTX","C11412700",21
"G18_2",13,"Male","WT+Saline","C11429596",7.6
"G18_3",13,"Male","KO+Saline","C11429596",7.2
"G18_4",13,"Female","WT+MTX","C11429596",7.3
"G18_2",17,"Male","WT+Saline","C11429596",7.4
"G18_3",17,"Male","KO+Saline","C11429596",7.4
"G18_4",17,"Female","WT+MTX","C11429596",7.6
"G18_2",18,"Male","WT+Saline","C11429596",8.4
"G18_3",18,"Male","KO+Saline","C11429596",8.1
"G18_4",18,"Female","WT+MTX","C11429596",8
"G18_2",19,"Male","WT+Saline","C11429596",8.6
"G18_3",19,"Male","KO+Saline","C11429596",8.5
"G18_4",19,"Female","WT+MTX","C11429596",8.3
"G18_2",20,"Male","WT+Saline","C11429596",8.7
"G18_3",20,"Male","KO+Saline","C11429596",8.7
"G18_4",20,"Female","WT+MTX","C11429596",8.6
"G18_2",21,"Male","WT+Saline","C11429596",9.2
"G18_3",21,"Male","KO+Saline","C11429596",8.8
"G18_4",21,"Female","WT+MTX","C11429596",8.7
"G18_2",22,"Male","WT+Saline","C11429596",10.8
"G18_3",22,"Male","KO+Saline","C11429596",10.3
"G18_4",22,"Female","WT+MTX","C11429596",9
"G18_2",23,"Male","WT+Saline","C11429596",11.3
"G18_3",23,"Male","KO+Saline","C11429596",10.7
"G18_4",23,"Female","WT+MTX","C11429596",9.4
"G18_2",24,"Male","WT+Saline","C11429596",12.2
"G18_3",24,"Male","KO+Saline","C11429596",11.6
"G18_4",24,"Female","WT+MTX","C11429596",9.6
"G18_2",25,"Male","WT+Saline","C11429596",13.4
"G18_3",25,"Male","KO+Saline","C11429596",12.8
"G18_4",25,"Female","WT+MTX","C11429596",10.4
"G18_2",26,"Male","WT+Saline","C11429596",14.1
"G18_3",26,"Male","KO+Saline","C11429596",13.6
"G18_4",26,"Female","WT+MTX","C11429596",11.2
"G18_2",27,"Male","WT+Saline","C11429596",15.2
"G18_3",27,"Male","KO+Saline","C11429596",14.6
"G18_4",27,"Female","WT+MTX","C11429596",12.2
"G18_2",35,"Male","WT+Saline","C11429596",19
"G18_3",35,"Male","KO+Saline","C11429596",18.8
"G18_4",35,"Female","WT+MTX","C11429596",17.3
"G18_2",41,"Male","WT+Saline","C11429596",20.5
"G18_3",41,"Male","KO+Saline","C11429596",20.9
"G18_4",41,"Female","WT+MTX","C11429596",19.3
"G18_2",49,"Male","WT+Saline","C11429596",22.6
"G18_3",49,"Male","KO+Saline","C11429596",23.7
"G18_4",49,"Female","WT+MTX","C11429596",19.8
"G18_2",56,"Male","WT+Saline","C11429596",23.8
"G18_3",56,"Male","KO+Saline","C11429596",25.2
"G18_4",56,"Female","WT+MTX","C11429596",21.2
"G18_2",62,"Male","WT+Saline","C11429596",24.8
"G18_3",62,"Male","KO+Saline","C11429596",25.7
"G18_4",62,"Female","WT+MTX","C11429596",24
"G19_2",13,"Male","KO+Saline","C11444271",6.2
"G19_5",13,"Female","WT+MTX","C11444271",6.9
"G19_6",13,"Female","KO+Saline","C11444271",6.1
"G19_8",13,"Female","KO+MTX","C11444271",6.8
"G19_9",13,"Female","KO+MTX","C11444271",6.9
"G19_2",17,"Male","KO+Saline","C11444271",6.7
"G19_5",17,"Female","WT+MTX","C11444271",6.2
"G19_6",17,"Female","KO+Saline","C11444271",6
"G19_8",17,"Female","KO+MTX","C11444271",7.2
"G19_9",17,"Female","KO+MTX","C11444271",7.1
"G19_2",18,"Male","KO+Saline","C11444271",NA
"G19_5",18,"Female","WT+MTX","C11444271",NA
"G19_6",18,"Female","KO+Saline","C11444271",NA
"G19_8",18,"Female","KO+MTX","C11444271",NA
"G19_9",18,"Female","KO+MTX","C11444271",NA
"G19_2",19,"Male","KO+Saline","C11444271",8.1
"G19_5",19,"Female","WT+MTX","C11444271",6.9
"G19_6",19,"Female","KO+Saline","C11444271",6.2
"G19_8",19,"Female","KO+MTX","C11444271",7.9
"G19_9",19,"Female","KO+MTX","C11444271",7.7
"G19_2",20,"Male","KO+Saline","C11444271",8.2
"G19_5",20,"Female","WT+MTX","C11444271",7
"G19_6",20,"Female","KO+Saline","C11444271",6.6
"G19_8",20,"Female","KO+MTX","C11444271",8.2
"G19_9",20,"Female","KO+MTX","C11444271",7.9
"G19_2",21,"Male","KO+Saline","C11444271",8.9
"G19_5",21,"Female","WT+MTX","C11444271",7
"G19_6",21,"Female","KO+Saline","C11444271",6.9
"G19_8",21,"Female","KO+MTX","C11444271",8.7
"G19_9",21,"Female","KO+MTX","C11444271",8.5
"G19_2",22,"Male","KO+Saline","C11444271",10.1
"G19_5",22,"Female","WT+MTX","C11444271",6.5
"G19_6",22,"Female","KO+Saline","C11444271",7.8
"G19_8",22,"Female","KO+MTX","C11444271",9.7
"G19_9",22,"Female","KO+MTX","C11444271",9.3
"G19_2",23,"Male","KO+Saline","C11444271",10.9
"G19_5",23,"Female","WT+MTX","C11444271",6.3
"G19_6",23,"Female","KO+Saline","C11444271",8.8
"G19_8",23,"Female","KO+MTX","C11444271",10.4
"G19_9",23,"Female","KO+MTX","C11444271",9.6
"G19_2",24,"Male","KO+Saline","C11444271",12.1
"G19_5",24,"Female","WT+MTX","C11444271",5.8
"G19_6",24,"Female","KO+Saline","C11444271",9.8
"G19_8",24,"Female","KO+MTX","C11444271",9.8
"G19_9",24,"Female","KO+MTX","C11444271",9.3
"G19_2",25,"Male","KO+Saline","C11444271",13.2
"G19_5",25,"Female","WT+MTX","C11444271",5.4
"G19_6",25,"Female","KO+Saline","C11444271",10.1
"G19_8",25,"Female","KO+MTX","C11444271",10.7
"G19_9",25,"Female","KO+MTX","C11444271",10.3
"G19_2",26,"Male","KO+Saline","C11444271",14
